hours,project,year,month,date,timestamp,week,learning
1.4,project-10,2019,4,1,2019-04-01,39,data-exploration
3.72,project-8,2019,4,2,2019-04-02,39,project-mgt
0.2,project-8,2019,4,2,2019-04-02,39,project-mgt
1.3,geospatial-7,2019,4,2,2019-04-02,39,geospatial
0.88,bizdev,2019,4,2,2019-04-02,39,project-scoping
4.62,project-10,2019,4,2,2019-04-02,39,data-exploration
0.07,project-10,2019,4,2,2019-04-02,39,data-exploration
0.25,project-8,2019,4,2,2019-04-02,39,computer-vision
3.07,bizdev,2019,4,3,2019-04-03,39,project-scoping
0.43,geospatial-1,2019,4,3,2019-04-03,39,product-strategy
0.05,bizdev,2019,4,3,2019-04-03,39,project-scoping
0.6,project-10,2019,4,3,2019-04-03,39,project-mgt
0.7,bizdev,2019,4,3,2019-04-03,39,project-scoping
4.25,project-10,2019,4,3,2019-04-03,39,project-mgt
1.17,project-10,2019,4,3,2019-04-03,39,project-mgt
0.9,bizdev,2019,4,3,2019-04-03,39,project-scoping
4.0,project-8,2019,4,4,2019-04-04,39,computer-vision
1.25,bizdev,2019,4,4,2019-04-04,39,geospatial
5.28,bizdev,2019,4,4,2019-04-04,39,geospatial
1.55,project-8,2019,4,5,2019-04-05,39,computer-vision
5.13,project-8,2019,4,5,2019-04-05,39,computer-vision
1.28,project-8,2019,4,5,2019-04-05,39,project-mgt
0.38,bizdev,2019,4,5,2019-04-05,39,project-scoping
1.5,project-8,2019,4,6,2019-04-06,39,computer-vision
5.0,project-8,2019,4,8,2019-04-08,40,computer-vision
1.0,geospatial-1,2019,4,8,2019-04-08,40,project-mgt
4.0,bizdev,2019,4,8,2019-04-08,40,slide-making
3.35,project-8,2019,4,10,2019-04-10,40,project-mgt
8.43,project-8,2019,4,10,2019-04-10,40,data-exploration
0.25,bizdev,2019,4,11,2019-04-11,40,project-scoping
1.37,project-8,2019,4,11,2019-04-11,40,computer-vision
1.0,geospatial-7,2019,4,11,2019-04-11,40,project-scoping
2.27,project-8,2019,4,11,2019-04-11,40,computer-vision
6.65,project-8,2019,4,11,2019-04-11,40,computer-vision
2.42,admin,2019,4,11,2019-04-11,40,others
1.08,admin,2019,4,11,2019-04-11,40,others
7.0,project-8,2019,4,12,2019-04-12,40,computer-vision
1.0,admin,2019,4,12,2019-04-12,40,others
0.75,geospatial-7,2019,4,12,2019-04-12,40,project-scoping
8.0,project-8,2019,4,15,2019-04-15,41,computer-vision
3.0,bizdev,2019,4,15,2019-04-15,41,geospatial
0.25,admin,2019,4,15,2019-04-15,41,others
1.5,bizdev,2019,4,16,2019-04-16,41,slide-making
0.92,project-8,2019,4,16,2019-04-16,41,computer-vision
3.12,project-8,2019,4,16,2019-04-16,41,computer-vision
6.75,project-8,2019,4,16,2019-04-16,41,computer-vision
0.82,bizdev,2019,4,16,2019-04-16,41,scraping
0.5,geospatial-7,2019,4,16,2019-04-16,41,project-scoping
2.98,project-8,2019,4,17,2019-04-17,41,project-mgt
1.0,bizdev,2019,4,17,2019-04-17,41,project-scoping
1.0,project-8,2019,4,17,2019-04-17,41,computer-vision
0.5,bizdev,2019,4,17,2019-04-17,41,project-scoping
4.35,project-8,2019,4,17,2019-04-17,41,computer-vision
4.0,project-8,2019,4,18,2019-04-18,41,computer-vision
4.0,project-8,2019,4,21,2019-04-21,41,computer-vision
0.48,project-8,2019,4,22,2019-04-22,42,computer-vision
2.33,geospatial-3,2019,4,22,2019-04-22,42,product-strategy
0.38,admin,2019,4,22,2019-04-22,42,others
1.0,project-8,2019,4,22,2019-04-22,42,computer-vision
0.65,geospatial-3,2019,4,22,2019-04-22,42,product-strategy
4.02,project-8,2019,4,22,2019-04-22,42,computer-vision
1.0,geospatial-1,2019,4,22,2019-04-22,42,product-strategy
1.33,geospatial-3,2019,4,22,2019-04-22,42,product-strategy
0.82,bizdev,2019,4,22,2019-04-22,42,slide-making
1.0,bizdev,2019,4,22,2019-04-22,42,project-scoping
0.35,project-8,2019,4,22,2019-04-22,42,project-mgt
1.0,project-8,2019,4,23,2019-04-23,42,project-mgt
2.37,bizdev,2019,4,23,2019-04-23,42,slide-making
0.72,geospatial-7,2019,4,23,2019-04-23,42,project-scoping
1.78,admin,2019,4,23,2019-04-23,42,others
2.98,project-8,2019,4,23,2019-04-23,42,machine-learning
0.43,project-10,2019,4,24,2019-04-24,42,geospatial
2.5,bizdev,2019,4,24,2019-04-24,42,slide-making
6.0,project-8,2019,4,24,2019-04-24,42,machine-learning
0.23,project-8,2019,4,24,2019-04-24,42,machine-learning
3.5,project-8,2019,4,24,2019-04-24,42,project-mgt
1.5,geospatial-4,2019,4,24,2019-04-24,42,product-strategy
6.57,project-8,2019,4,25,2019-04-25,42,project-mgt
0.5,geospatial-3,2019,4,25,2019-04-25,42,product-strategy
6.7,transit,2019,4,25,2019-04-25,42,others
4.05,bizdev,2019,4,25,2019-04-25,42,slide-making
8.0,transit,2019,4,26,2019-04-26,42,others
7.0,bizdev,2019,4,26,2019-04-26,42,geospatial
1.0,transit,2019,4,26,2019-04-26,42,others
2.0,bizdev,2019,4,26,2019-04-26,42,project-scoping
1.75,project-8,2019,4,29,2019-04-29,43,project-mgt
0.48,admin,2019,4,29,2019-04-29,43,others
2.13,project-10,2019,4,29,2019-04-29,43,geospatial
0.58,project-10,2019,4,29,2019-04-29,43,geospatial
0.43,geospatial-7,2019,4,29,2019-04-29,43,project-scoping
0.62,bizdev,2019,4,29,2019-04-29,43,project-scoping
0.52,project-5,2019,4,29,2019-04-29,43,project-mgt
0.32,project-10,2019,4,29,2019-04-29,43,geospatial
0.7,project-10,2019,4,29,2019-04-29,43,geospatial
2.4,project-10,2019,4,29,2019-04-29,43,geospatial
3.65,project-10,2019,4,30,2019-04-30,43,geospatial
1.5,geospatial-1,2019,4,30,2019-04-30,43,others
1.05,project-10,2019,4,30,2019-04-30,43,geospatial
1.0,geospatial-7,2019,4,30,2019-04-30,43,project-scoping
1.87,project-10,2019,4,30,2019-04-30,43,geospatial
0.25,bizdev,2019,4,30,2019-04-30,43,others
0.37,project-8,2019,4,30,2019-04-30,43,computer-vision
0.4,project-8,2019,5,1,2019-05-01,43,project-mgt
4.73,project-10,2019,5,1,2019-05-01,43,geospatial
0.57,project-8,2019,5,1,2019-05-01,43,project-mgt
3.57,project-8,2019,5,1,2019-05-01,43,data-exploration
1.0,admin,2019,5,2,2019-05-02,43,others
1.37,project-8,2019,5,2,2019-05-02,43,data-exploration
0.62,project-10,2019,5,2,2019-05-02,43,project-mgt
1.42,project-8,2019,5,2,2019-05-02,43,project-mgt
1.6,geospatial-1,2019,5,2,2019-05-02,43,product-strategy
0.58,geospatial-3,2019,5,2,2019-05-02,43,product-strategy
1.9,geospatial-1,2019,5,2,2019-05-02,43,product-strategy
0.23,project-8,2019,5,2,2019-05-02,43,project-mgt
0.75,geospatial-7,2019,5,2,2019-05-02,43,project-scoping
0.2,geospatial-1,2019,5,2,2019-05-02,43,product-strategy
0.83,bizdev,2019,5,2,2019-05-02,43,project-scoping
3.0,project-8,2019,5,3,2019-05-03,43,project-mgt
0.5,project-8,2019,5,5,2019-05-05,43,project-mgt
2.85,geospatial-5,2019,5,5,2019-05-05,43,project-scoping
1.82,project-8,2019,5,5,2019-05-05,43,computer-vision
3.0,project-8,2019,5,5,2019-05-05,43,computer-vision
6.0,project-8,2019,5,5,2019-05-05,43,computer-vision
1.17,project-8,2019,5,6,2019-05-06,44,project-mgt
1.0,project-10,2019,5,6,2019-05-06,44,project-mgt
2.0,bizdev,2019,5,6,2019-05-06,44,project-scoping
3.48,project-8,2019,5,6,2019-05-06,44,data-exploration
1.35,bizdev,2019,5,6,2019-05-06,44,others
2.0,admin,2019,5,6,2019-05-06,44,others
2.13,project-8,2019,5,7,2019-05-07,44,project-mgt
1.0,bizdev,2019,5,7,2019-05-07,44,project-scoping
0.27,project-10,2019,5,7,2019-05-07,44,project-mgt
5.5,project-8,2019,5,7,2019-05-07,44,project-mgt
1.4,project-10,2019,5,7,2019-05-07,44,geospatial
1.67,project-10,2019,5,8,2019-05-08,44,geospatial
0.53,project-10,2019,5,8,2019-05-08,44,geospatial
0.28,project-10,2019,5,8,2019-05-08,44,geospatial
0.72,internal,2019,5,8,2019-05-08,44,data-engg
0.8,bizdev,2019,5,8,2019-05-08,44,project-scoping
0.3,project-8,2019,5,8,2019-05-08,44,computer-vision
1.53,project-8,2019,5,8,2019-05-08,44,computer-vision
2.53,project-10,2019,5,8,2019-05-08,44,geospatial
1.35,project-10,2019,5,8,2019-05-08,44,geospatial
1.77,geospatial-5,2019,5,9,2019-05-09,44,product-strategy
1.48,project-10,2019,5,9,2019-05-09,44,project-mgt
0.55,project-8,2019,5,9,2019-05-09,44,project-mgt
1.45,admin,2019,5,9,2019-05-09,44,others
1.13,admin,2019,5,9,2019-05-09,44,others
1.9,project-8,2019,5,9,2019-05-09,44,project-mgt
0.23,geospatial-5,2019,5,9,2019-05-09,44,project-scoping
0.5,geospatial-7,2019,5,9,2019-05-09,44,project-scoping
0.25,bizdev,2019,5,9,2019-05-09,44,project-scoping
0.25,project-10,2019,5,9,2019-05-09,44,project-mgt
0.67,bizdev,2019,5,10,2019-05-10,44,geospatial
1.65,internal,2019,5,10,2019-05-10,44,open-source
2.93,project-8,2019,5,10,2019-05-10,44,computer-vision
0.55,admin,2019,5,10,2019-05-10,44,others
0.85,project-8,2019,5,10,2019-05-10,44,data-exploration
1.15,geospatial-5,2019,5,10,2019-05-10,44,slide-making
5.03,project-8,2019,5,14,2019-05-14,45,project-mgt
0.4,geospatial-3,2019,5,14,2019-05-14,45,product-strategy
1.0,admin,2019,5,14,2019-05-14,45,others
0.98,project-8,2019,5,14,2019-05-14,45,project-mgt
0.03,project-8,2019,5,14,2019-05-14,45,project-mgt
2.18,bizdev,2019,5,14,2019-05-14,45,others
1.12,project-8,2019,5,14,2019-05-14,45,project-mgt
2.0,project-8,2019,5,14,2019-05-14,45,project-mgt
0.02,geospatial-5,2019,5,15,2019-05-15,45,others
0.47,bizdev,2019,5,15,2019-05-15,45,project-scoping
0.15,geospatial-5,2019,5,15,2019-05-15,45,others
0.1,geospatial-5,2019,5,15,2019-05-15,45,others
1.75,geospatial-5,2019,5,15,2019-05-15,45,others
0.5,internal,2019,5,15,2019-05-15,45,project-scoping
2.73,geospatial-1,2019,5,15,2019-05-15,45,scraping
0.95,internal,2019,5,15,2019-05-15,45,project-scoping
3.78,geospatial-1,2019,5,15,2019-05-15,45,data-engg
1.0,internal,2019,5,15,2019-05-15,45,computer-vision
3.83,project-8,2019,5,16,2019-05-16,45,computer-vision
0.5,admin,2019,5,16,2019-05-16,45,others
5.42,project-8,2019,5,16,2019-05-16,45,project-mgt
12.0,project-8,2019,5,17,2019-05-17,45,computer-vision
2.0,project-8,2019,5,19,2019-05-19,45,computer-vision
4.25,project-8,2019,5,20,2019-05-20,46,project-mgt
3.0,geospatial-7,2019,5,20,2019-05-20,46,project-scoping
1.87,project-8,2019,5,20,2019-05-20,46,project-mgt
2.13,project-8,2019,5,20,2019-05-20,46,project-mgt
1.0,geospatial-1,2019,5,22,2019-05-22,46,project-mgt
12.0,project-8,2019,5,22,2019-05-22,46,computer-vision
1.0,project-10,2019,5,22,2019-05-22,46,data-exploration
2.0,geospatial-5,2019,5,22,2019-05-22,46,product-strategy
2.0,admin,2019,5,23,2019-05-23,46,others
6.0,project-8,2019,5,23,2019-05-23,46,project-mgt
3.0,bizdev,2019,5,24,2019-05-24,46,others
3.0,project-8,2019,5,24,2019-05-24,46,scraping
1.0,learning,2019,5,24,2019-05-24,46,data-viz
1.0,project-10,2019,5,24,2019-05-24,46,project-mgt
2.0,geospatial-4,2019,5,25,2019-05-25,46,scraping
4.0,project-8,2019,5,27,2019-05-27,47,project-mgt
3.0,project-10,2019,5,27,2019-05-27,47,geospatial
0.5,admin,2019,5,27,2019-05-27,47,others
1.5,admin,2019,5,27,2019-05-27,47,others
5.0,project-8,2019,5,28,2019-05-28,47,project-mgt
4.0,project-8,2019,5,28,2019-05-28,47,project-mgt
4.0,project-10,2019,5,28,2019-05-28,47,project-mgt
0.63,project-10,2019,5,29,2019-05-29,47,project-mgt
10.63,project-8,2019,5,29,2019-05-29,47,geospatial
0.78,geospatial-3,2019,5,29,2019-05-29,47,geospatial
0.23,project-8,2019,5,29,2019-05-29,47,geospatial
15.62,project-8,2019,5,30,2019-05-30,47,geospatial
1.0,admin,2019,5,30,2019-05-30,47,others
0.98,bizdev,2019,5,31,2019-05-31,47,project-scoping
0.5,bizdev,2019,5,31,2019-05-31,47,project-scoping
1.75,internal,2019,5,31,2019-05-31,47,open-source
1.5,project-7,2019,5,31,2019-05-31,47,project-scoping
1.0,project-8,2019,5,31,2019-05-31,47,project-mgt
0.68,geospatial-8,2019,6,3,2019-06-03,48,project-scoping
1.13,admin,2019,6,3,2019-06-03,48,others
2.28,bizdev,2019,6,3,2019-06-03,48,project-scoping
0.83,geospatial-1,2019,6,3,2019-06-03,48,project-mgt
0.57,project-8,2019,6,3,2019-06-03,48,project-mgt
0.5,admin,2019,6,3,2019-06-03,48,others
0.1,project-10,2019,6,3,2019-06-03,48,project-mgt
7.12,project-8,2019,6,3,2019-06-03,48,geospatial
0.4,bizdev,2019,6,3,2019-06-03,48,project-scoping
0.5,project-7,2019,6,4,2019-06-04,48,project-scoping
0.25,project-8,2019,6,4,2019-06-04,48,data-exploration
2.0,bizdev,2019,6,4,2019-06-04,48,project-scoping
2.05,project-8,2019,6,4,2019-06-04,48,data-exploration
0.87,project-10,2019,6,4,2019-06-04,48,project-mgt
0.18,admin,2019,6,4,2019-06-04,48,others
0.5,bizdev,2019,6,4,2019-06-04,48,project-scoping
0.95,internal,2019,6,4,2019-06-04,48,storytelling
0.38,geospatial-7,2019,6,4,2019-06-04,48,project-scoping
0.58,project-8,2019,6,4,2019-06-04,48,geospatial
4.0,project-8,2019,6,5,2019-06-05,48,geospatial
2.6,geospatial-1,2019,6,6,2019-06-06,48,product-strategy
0.57,geospatial-1,2019,6,6,2019-06-06,48,product-strategy
0.5,geospatial-1,2019,6,6,2019-06-06,48,product-strategy
1.0,project-8,2019,6,6,2019-06-06,48,data-engg
0.5,bizdev,2019,6,6,2019-06-06,48,project-scoping
1.68,bizdev,2019,6,6,2019-06-06,48,project-scoping
2.13,project-8,2019,6,6,2019-06-06,48,project-mgt
1.3,bizdev,2019,6,6,2019-06-06,48,project-scoping
2.07,project-8,2019,6,6,2019-06-06,48,project-mgt
1.5,admin,2019,6,6,2019-06-06,48,others
2.0,bizdev,2019,6,7,2019-06-07,48,project-scoping
0.5,admin,2019,6,7,2019-06-07,48,others
4.0,project-8,2019,6,7,2019-06-07,48,geospatial
1.42,geospatial-1,2019,6,7,2019-06-07,48,product-strategy
1.37,project-7,2019,6,7,2019-06-07,48,project-scoping
1.0,bizdev,2019,6,7,2019-06-07,48,project-scoping
4.0,geospatial-1,2019,6,9,2019-06-09,48,web-dev
0.78,geospatial-1,2019,6,10,2019-06-10,49,geospatial
0.68,bizdev,2019,6,10,2019-06-10,49,project-scoping
0.97,admin,2019,6,10,2019-06-10,49,others
0.5,bizdev,2019,6,10,2019-06-10,49,product-strategy
0.5,geospatial-1,2019,6,10,2019-06-10,49,product-strategy
0.5,bizdev,2019,6,10,2019-06-10,49,project-scoping
0.5,admin,2019,6,10,2019-06-10,49,others
0.57,admin,2019,6,10,2019-06-10,49,others
1.77,project-8,2019,6,10,2019-06-10,49,project-mgt
3.62,project-8,2019,6,10,2019-06-10,49,geospatial
1.68,bizdev,2019,6,10,2019-06-10,49,project-scoping
0.3,project-8,2019,6,10,2019-06-10,49,geospatial
0.82,project-8,2019,6,10,2019-06-10,49,geospatial
8.0,project-8,2019,6,11,2019-06-11,49,data-engg
6.5,project-8,2019,6,11,2019-06-11,49,data-engg
3.5,bizdev,2019,6,11,2019-06-11,49,client-comms
1.0,project-8,2019,6,13,2019-06-13,49,project-mgt
0.5,project-10,2019,6,13,2019-06-13,49,project-mgt
1.0,admin,2019,6,13,2019-06-13,49,others
5.0,project-8,2019,6,13,2019-06-13,49,project-mgt
2.0,project-8,2019,6,13,2019-06-13,49,product-strategy
6.0,project-8,2019,6,14,2019-06-14,49,geospatial
4.0,project-8,2019,6,17,2019-06-17,50,geospatial
1.0,project-10,2019,6,17,2019-06-17,50,geospatial
1.0,learning,2019,6,17,2019-06-17,50,computer-vision
1.5,project-8,2019,6,18,2019-06-18,50,project-mgt
2.0,learning,2019,6,18,2019-06-18,50,computer-vision
1.0,admin,2019,6,18,2019-06-18,50,others
0.5,geospatial-4,2019,6,18,2019-06-18,50,others
3.0,project-8,2019,6,18,2019-06-18,50,geospatial
2.0,project-8,2019,6,19,2019-06-19,50,project-mgt
0.5,project-7,2019,6,19,2019-06-19,50,project-scoping
3.0,project-8,2019,6,19,2019-06-19,50,project-mgt
3.0,project-10,2019,6,19,2019-06-19,50,geospatial
2.0,project-10,2019,6,19,2019-06-19,50,geospatial
0.5,geospatial-1,2019,6,20,2019-06-20,50,project-mgt
1.0,admin,2019,6,20,2019-06-20,50,others
6.0,project-8,2019,6,20,2019-06-20,50,project-mgt
3.0,project-10,2019,6,20,2019-06-20,50,geospatial
4.0,project-8,2019,6,21,2019-06-21,50,project-mgt
4.0,project-10,2019,6,21,2019-06-21,50,geospatial
3.0,geospatial-1,2019,6,21,2019-06-21,50,web-dev
0.5,internal,2019,6,21,2019-06-21,50,storytelling
0.5,learning,2019,6,21,2019-06-21,50,data-viz
2.0,project-10,2019,6,22,2019-06-22,50,geospatial
3.0,project-8,2019,6,24,2019-06-24,51,project-mgt
2.0,geospatial-1,2019,6,24,2019-06-24,51,web-dev
1.0,project-8,2019,6,24,2019-06-24,51,geospatial
2.0,project-10,2019,6,24,2019-06-24,51,geospatial
1.0,admin,2019,6,24,2019-06-24,51,others
1.0,admin,2019,6,24,2019-06-24,51,others
2.0,geospatial-1,2019,6,25,2019-06-25,51,web-dev
4.0,project-8,2019,6,25,2019-06-25,51,geospatial
2.0,project-10,2019,6,25,2019-06-25,51,geospatial
0.5,admin,2019,6,25,2019-06-25,51,others
1.0,bizdev,2019,6,26,2019-06-26,51,big-query
1.5,geospatial-1,2019,6,26,2019-06-26,51,geospatial
0.25,internal,2019,6,26,2019-06-26,51,storytelling
2.0,project-8,2019,6,26,2019-06-26,51,project-mgt
0.5,bizdev,2019,6,26,2019-06-26,51,others
4.0,geospatial-1,2019,6,26,2019-06-26,51,web-dev
4.0,project-10,2019,6,27,2019-06-27,51,geospatial
2.0,project-8,2019,6,27,2019-06-27,51,geospatial
0.5,admin,2019,6,27,2019-06-27,51,others
1.0,project-10,2019,6,27,2019-06-27,51,project-mgt
1.0,geospatial-7,2019,6,28,2019-06-28,51,others
1.0,learning,2019,6,28,2019-06-28,51,data-viz
2.0,project-8,2019,6,28,2019-06-28,51,project-mgt
4.0,project-10,2019,6,28,2019-06-28,51,geospatial
0.5,internal,2019,6,28,2019-06-28,51,storytelling
0.95,admin,2019,7,1,2019-07-01,52,others
0.5,admin,2019,7,1,2019-07-01,52,others
0.5,project-10,2019,7,1,2019-07-01,52,project-mgt
0.68,geospatial-1,2019,7,1,2019-07-01,52,product-strategy
0.9,admin,2019,7,1,2019-07-01,52,others
0.78,project-10,2019,7,1,2019-07-01,52,project-mgt
0.22,project-8,2019,7,1,2019-07-01,52,geospatial
1.88,geospatial-5,2019,7,1,2019-07-01,52,product-strategy
1.17,project-8,2019,7,1,2019-07-01,52,project-mgt
1.15,project-10,2019,7,1,2019-07-01,52,geospatial
0.47,admin,2019,7,1,2019-07-01,52,others
4.88,project-10,2019,7,2,2019-07-02,52,project-mgt
0.25,internal,2019,7,2,2019-07-02,52,storytelling
0.53,project-8,2019,7,2,2019-07-02,52,project-mgt
1.02,internal,2019,7,2,2019-07-02,52,storytelling
1.2,project-10,2019,7,2,2019-07-02,52,project-mgt
0.5,project-8,2019,7,2,2019-07-02,52,project-mgt
1.13,geospatial-8,2019,7,2,2019-07-02,52,project-scoping
3.0,project-8,2019,7,2,2019-07-02,52,project-mgt
3.13,project-8,2019,7,3,2019-07-03,52,project-mgt
1.33,geospatial-5,2019,7,3,2019-07-03,52,product-strategy
1.03,geospatial-5,2019,7,3,2019-07-03,52,product-strategy
0.5,project-10,2019,7,3,2019-07-03,52,geospatial
0.62,project-10,2019,7,3,2019-07-03,52,geospatial
1.5,geospatial-1,2019,7,3,2019-07-03,52,product-strategy
0.63,internal,2019,7,3,2019-07-03,52,storytelling
1.57,project-8,2019,7,4,2019-07-04,52,project-mgt
2.5,bizdev,2019,7,4,2019-07-04,52,project-scoping
0.47,project-8,2019,7,4,2019-07-04,52,project-mgt
1.87,geospatial-5,2019,7,4,2019-07-04,52,product-strategy
2.78,geospatial-5,2019,7,4,2019-07-04,52,product-strategy
1.0,admin,2019,7,5,2019-07-05,52,others
0.52,admin,2019,7,5,2019-07-05,52,others
0.98,geospatial-5,2019,7,5,2019-07-05,52,product-strategy
0.72,admin,2019,7,5,2019-07-05,52,others
1.98,project-10,2019,7,5,2019-07-05,52,project-mgt
0.85,internal,2019,7,5,2019-07-05,52,open-source
2.6,admin,2019,7,5,2019-07-05,52,others
